id,judul,judul_asli,sinopsis,tagline,genre,genre_ids,sutradara,pemain,produksi,negara,rating,jumlah_vote,popularitas,tanggal_rilis,tahun,bahasa_asli,teks_dokumen,jumlah_kata_dokumen,jumlah_kata_sinopsis
353486,Jumanji: Welcome to the Jungle,Jumanji: Welcome to the Jungle,"Dalam sebuah petualangan Jumanji yang baru, empat anak sekolah menengah menemukan sebuah konsol video game tua dan ditarik ke dalam setting hutan permainan, yang secara harfiah menjadi avatar dewasa yang mereka pilih. Apa yang mereka temukan adalah bahwa Anda tidak hanya bermain Jumanji - Anda harus bisa bertahan. Untuk mengalahkan permainan dan kembali ke dunia nyata, mereka harus menjalani petualangan paling berbahaya dalam hidup mereka, menemukan apa yang Alan Parrish tinggalkan 20 tahun yang lalu, dan mengubah cara mereka memikirkan diri mereka sendiri - atau mereka akan terjebak. dalam permainan selamanya, untuk dimainkan oleh orang lain tanpa henti.",,"Petualangan, Komedi, Fantasi, Aksi","[12, 35, 14, 28]",Jake Kasdan,"Dwayne Johnson, Kevin Hart, Jack Black, Karen Gillan, Rhys Darby","Matt Tolmach Productions, Seven Bucks Productions, Columbia Pictures",United States of America,6.819,14459,8.1064,2017-12-09,2017,en,"Judul film Jumanji: Welcome to the Jungle. Genre film ini adalah Petualangan, Komedi, Fantasi, Aksi. Dalam sebuah petualangan Jumanji yang baru, empat anak sekolah menengah menemukan sebuah konsol video game tua dan ditarik ke dalam setting hutan permainan, yang secara harfiah menjadi avatar dewasa yang mereka pilih. Apa yang mereka temukan adalah bahwa Anda tidak hanya bermain Jumanji - Anda harus bisa bertahan. Untuk mengalahkan permainan dan kembali ke dunia nyata, mereka harus menjalani petualangan paling berbahaya dalam hidup mereka, menemukan apa yang Alan Parrish tinggalkan 20 tahun yang lalu, dan mengubah cara mereka memikirkan diri mereka sendiri - atau mereka akan terjebak. dalam permainan selamanya, untuk dimainkan oleh orang lain tanpa henti. Disutradarai oleh Jake Kasdan. Dibintangi oleh Dwayne Johnson, Kevin Hart, Jack Black, Karen Gillan, Rhys Darby. Diproduksi oleh Matt Tolmach Productions, Seven Bucks Productions, Columbia Pictures. Negara produksi: United States of America.",145,98
497582,Enola Holmes,Enola Holmes,"Saat kecil, Enola melewati masa kecilnya dengan penuh keceriaan. Namun, kini ia berada di bawah asuha kedua kakaknya, Sherlock (Henry Cavill) dan Mycrof (Sam Claflin).  Sherlock dan Mycrof tidak terlalu senang akan kehadiran Enola dan bertekad akan mengirimnya ke sekolah yang mendidik para wanita muda.  Namun, Enola menolak untuk mengikuti keinginan para kakaknya. Enola kemudian melarikan diri ke London untuk mencari ibunya.  Saat sedang diperjalanan, Enola terlibat dalam misteri yang berkaitan dengan seorang bangsawan muda yang juga sedang melarikan diri.  Saat keterlibatannya dalam misteri tersebut, tanpa disadar insting detektif Enola langsung bekerja dengan luar biasa.  Enola Holmes berusaha untuk mengungkap sebuah konspirasi yang mengancam sejarah, bahkan bisa mengalahkan kakaknya yang merupakan detektif ternama, Sherlock.",,"Petualangan, Misteri, Kejahatan","[12, 9648, 80]",Harry Bradbeer,"Millie Bobby Brown, Henry Cavill, Sam Claflin, Helena Bonham Carter, Louis Partridge","PCMA Productions, Legendary Pictures",United States of America,7.228,6544,8.0993,2020-09-23,2020,en,"Judul film Enola Holmes. Genre film ini adalah Petualangan, Misteri, Kejahatan. Saat kecil, Enola melewati masa kecilnya dengan penuh keceriaan. Namun, kini ia berada di bawah asuha kedua kakaknya, Sherlock (Henry Cavill) dan Mycrof (Sam Claflin).  Sherlock dan Mycrof tidak terlalu senang akan kehadiran Enola dan bertekad akan mengirimnya ke sekolah yang mendidik para wanita muda.  Namun, Enola menolak untuk mengikuti keinginan para kakaknya. Enola kemudian melarikan diri ke London untuk mencari ibunya.  Saat sedang diperjalanan, Enola terlibat dalam misteri yang berkaitan dengan seorang bangsawan muda yang juga sedang melarikan diri.  Saat keterlibatannya dalam misteri tersebut, tanpa disadar insting detektif Enola langsung bekerja dengan luar biasa.  Enola Holmes berusaha untuk mengungkap sebuah konspirasi yang mengancam sejarah, bahkan bisa mengalahkan kakaknya yang merupakan detektif ternama, Sherlock. Disutradarai oleh Harry Bradbeer. Dibintangi oleh Millie Bobby Brown, Henry Cavill, Sam Claflin, Helena Bonham Carter, Louis Partridge. Diproduksi oleh PCMA Productions, Legendary Pictures. Negara produksi: United States of America.",155,114
385128,F9: The Fast Saga,F9,"Dom Toretto menjalani kehidupan yang tenang dengan Letty dan putranya, Brian kecil, tetapi mereka tahu bahwa bahaya selalu mengintai. Kali ini, ancaman itu akan memaksa Dom untuk menghadapi kesalahan dari masa lalunya jika dia ingin menyelamatkan orang yang paling dia cintai. Krunya bergabung bersama untuk menghentikan sesuatu yang dapat menghancurkan dunia. serangan dipimpin oleh pembunuh paling terampil dan pengemudi yang sangat handal dan juga merupakan saudara laki-laki Dom yang ditinggalkan, Jakob.",,"Aksi, Petualangan, Kejahatan","[28, 12, 80]",Justin Lin,"Vin Diesel, Michelle Rodriguez, Tyrese Gibson, Ludacris, John Cena","Original Film, One Race, Perfect Storm Entertainment",United States of America,7.003,7695,7.938,2021-05-19,2021,en,"Judul film F9: The Fast Saga. Genre film ini adalah Aksi, Petualangan, Kejahatan. Dom Toretto menjalani kehidupan yang tenang dengan Letty dan putranya, Brian kecil, tetapi mereka tahu bahwa bahaya selalu mengintai. Kali ini, ancaman itu akan memaksa Dom untuk menghadapi kesalahan dari masa lalunya jika dia ingin menyelamatkan orang yang paling dia cintai. Krunya bergabung bersama untuk menghentikan sesuatu yang dapat menghancurkan dunia. serangan dipimpin oleh pembunuh paling terampil dan pengemudi yang sangat handal dan juga merupakan saudara laki-laki Dom yang ditinggalkan, Jakob. Disutradarai oleh Justin Lin. Dibintangi oleh Vin Diesel, Michelle Rodriguez, Tyrese Gibson, Ludacris, John Cena. Diproduksi oleh Original Film, One Race, Perfect Storm Entertainment. Negara produksi: United States of America.",114,71
320288,X-Men: Dark Phoenix,Dark Phoenix,"X-Men menghadapi musuh mereka yang paling tangguh dan kuat ketika salah satu dari mereka, Jean Gray, mulai lepas kendali. Selama misi penyelamatan di luar angkasa, Jean hampir terbunuh ketika dia ditabrak oleh kekuatan kosmik misterius. Begitu dia kembali ke rumah, kekuatan ini tidak hanya membuatnya jauh lebih kuat, tetapi jauh lebih tidak stabil. X-Men sekarang harus bersatu untuk menyelamatkan jiwanya dan melawan alien yang ingin menggunakan kemampuan baru Grey untuk memerintah galaksi.",,"Cerita Fiksi, Aksi, Petualangan","[878, 28, 12]",Simon Kinberg,"Sophie Turner, James McAvoy, Nicholas Hoult, Tye Sheridan, Michael Fassbender","Genre Films, Hutch Parker Entertainment, 20th Century Fox",United States of America,5.965,7058,7.7238,2019-06-05,2019,en,"Judul film X-Men: Dark Phoenix. Genre film ini adalah Cerita Fiksi, Aksi, Petualangan. X-Men menghadapi musuh mereka yang paling tangguh dan kuat ketika salah satu dari mereka, Jean Gray, mulai lepas kendali. Selama misi penyelamatan di luar angkasa, Jean hampir terbunuh ketika dia ditabrak oleh kekuatan kosmik misterius. Begitu dia kembali ke rumah, kekuatan ini tidak hanya membuatnya jauh lebih kuat, tetapi jauh lebih tidak stabil. X-Men sekarang harus bersatu untuk menyelamatkan jiwanya dan melawan alien yang ingin menggunakan kemampuan baru Grey untuk memerintah galaksi. Disutradarai oleh Simon Kinberg. Dibintangi oleh Sophie Turner, James McAvoy, Nicholas Hoult, Tye Sheridan, Michael Fassbender. Diproduksi oleh Genre Films, Hutch Parker Entertainment, 20th Century Fox. Negara produksi: United States of America.",117,72
9738,Fantastic Four,Fantastic Four,"Selama perjalanan luar angkasa, empat ilmuwan berubah karena sinar kosmik: Reed Richards memperoleh kemampuan untuk meregangkan tubuhnya; Sue Storm dapat menjadi tidak terlihat; Johnny Storm mengendalikan api; dan Ben Grimm berubah menjadi makhluk super kuat. Bersama-sama, ""Fantastic Four"" ini sekarang harus menggagalkan rencana jahat Dr. Doom dan menyelamatkan dunia dari kehancuran.",,"Aksi, Fantasi, Cerita Fiksi","[28, 14, 878]",Tim Story,"Ioan Gruffudd, Jessica Alba, Chris Evans, Michael Chiklis, Julian McMahon","Kumar Mobiliengesellschaft mbH & Co. Projekt Nr. 3 KG, 1492 Pictures, Marvel Enterprises","Germany, United States of America",5.807,9967,7.6893,2005-06-29,2005,en,"Judul film Fantastic Four. Genre film ini adalah Aksi, Fantasi, Cerita Fiksi. Selama perjalanan luar angkasa, empat ilmuwan berubah karena sinar kosmik: Reed Richards memperoleh kemampuan untuk meregangkan tubuhnya; Sue Storm dapat menjadi tidak terlihat; Johnny Storm mengendalikan api; dan Ben Grimm berubah menjadi makhluk super kuat. Bersama-sama, ""Fantastic Four"" ini sekarang harus menggagalkan rencana jahat Dr. Doom dan menyelamatkan dunia dari kehancuran. Disutradarai oleh Tim Story. Dibintangi oleh Ioan Gruffudd, Jessica Alba, Chris Evans, Michael Chiklis, Julian McMahon. Diproduksi oleh Kumar Mobiliengesellschaft mbH & Co. Projekt Nr. 3 KG, 1492 Pictures, Marvel Enterprises. Negara produksi: Germany, United States of America.",101,51
614479,Insidious: The Red Door,Insidious: The Red Door,"bercerita tentang kehidupan keluarga Lambert 10 tahun setelah insiden misterius yang terjadi pada chapter sebelumnya di INSIDIOUS : THE LAST KEY (2018). Film dibuka dengan kisah Dalton Lambert, anak laki-laki dari Josh Lambert dan Renai Lambert yang berhasil menjadi mahasiswa baru di kampus impiannya, Ivy-League University.  Untuk itu, mereka harus pergi ke wilayah timur untuk mengantar Dalton berkuliah di sana. Namun, mimpi yang selama ini Dalton idamkan seketika berubah menjadi mimpi buruk karena teror arwah yang dahulu pernah mengganggunya kembali datang. Mengetahui hal tersebut, Dalton bersama dengan Josh mencoba untuk mencari tahu apa yang menyebabkan keluarga mereka kembali diusik. Mereka pun terpaksa kembali memasuki The Red Door, gerbang penghubung antara dunia manusia dengan dunia arwah atau yang disebut dengan The Further.",,"Kengerian, Cerita Seru","[27, 53]",Patrick Wilson,"Rose Byrne, Ty Simpkins, Patrick Wilson, Lin Shaye, Sinclair Daniel","Blumhouse Productions, Stage 6 Films, Screen Gems",United States of America,6.513,1954,7.4502,2023-07-05,2023,en,"Judul film Insidious: The Red Door. Genre film ini adalah Kengerian, Cerita Seru. bercerita tentang kehidupan keluarga Lambert 10 tahun setelah insiden misterius yang terjadi pada chapter sebelumnya di INSIDIOUS : THE LAST KEY (2018). Film dibuka dengan kisah Dalton Lambert, anak laki-laki dari Josh Lambert dan Renai Lambert yang berhasil menjadi mahasiswa baru di kampus impiannya, Ivy-League University.  Untuk itu, mereka harus pergi ke wilayah timur untuk mengantar Dalton berkuliah di sana. Namun, mimpi yang selama ini Dalton idamkan seketika berubah menjadi mimpi buruk karena teror arwah yang dahulu pernah mengganggunya kembali datang. Mengetahui hal tersebut, Dalton bersama dengan Josh mencoba untuk mencari tahu apa yang menyebabkan keluarga mereka kembali diusik. Mereka pun terpaksa kembali memasuki The Red Door, gerbang penghubung antara dunia manusia dengan dunia arwah atau yang disebut dengan The Further. Disutradarai oleh Patrick Wilson. Dibintangi oleh Rose Byrne, Ty Simpkins, Patrick Wilson, Lin Shaye, Sinclair Daniel. Diproduksi oleh Blumhouse Productions, Stage 6 Films, Screen Gems. Negara produksi: United States of America.",165,121
1573,Die Hard 2,Die Hard 2,"Polisi yang tidak bertugas John McClane dicekam perasaan déjà vu ketika, pada Malam Natal yang bersalju di ibu kota negara itu, teroris merebut bandara internasional utama, menyandera ribuan pelancong liburan. Komando militer pemberontak yang dipimpin oleh perwira jahat yang membunuh berencana untuk menyelamatkan seorang raja obat bius dari keadilan dan siap untuk setiap kemungkinan kecuali satu: kepahlawanan McClane yang bermulut cerdas.",,"Aksi, Cerita Seru","[28, 53]",Renny Harlin,"Bruce Willis, Bonnie Bedelia, William Sadler, John Amos, Franco Nero","Gordon Company, Silver Pictures, 20th Century Fox",United States of America,6.972,6390,7.3467,1990-07-03,1990,en,"Judul film Die Hard 2. Genre film ini adalah Aksi, Cerita Seru. Polisi yang tidak bertugas John McClane dicekam perasaan déjà vu ketika, pada Malam Natal yang bersalju di ibu kota negara itu, teroris merebut bandara internasional utama, menyandera ribuan pelancong liburan. Komando militer pemberontak yang dipimpin oleh perwira jahat yang membunuh berencana untuk menyelamatkan seorang raja obat bius dari keadilan dan siap untuk setiap kemungkinan kecuali satu: kepahlawanan McClane yang bermulut cerdas. Disutradarai oleh Renny Harlin. Dibintangi oleh Bruce Willis, Bonnie Bedelia, William Sadler, John Amos, Franco Nero. Diproduksi oleh Gordon Company, Silver Pictures, 20th Century Fox. Negara produksi: United States of America.",104,61
967847,Ghostbusters: Frozen Empire,Ghostbusters: Frozen Empire,"Setelah tim asli mengembangkan laboratorium penelitian rahasia untuk membawa hantu yang hancur ke tingkat berikutnya. Namun, ketika penemuan sebuah artefak kuno melepaskan kekuatan jahat, baik yang baru maupun yang lama harus bergabung untuk melindungi tanah air mereka dan menyelamatkan dunia dari Zaman Es Kedua... dari sesuatu yang melepaskan kekuatan yang tak terbendung dari kedalaman sejarah. Saat kekacauan menguasai dan kejahatan murni menjerumuskan dunia ke dalam kegelapan, Ghostbusters harus melangkah maju sekali lagi untuk menyelamatkan umat manusia dari jurang kehancuran. Dengan dua generasi Ghostbusters yang bertarung berdampingan, pertaruhannya tidak pernah setinggi ini. Akankah mereka dapat mencegah hal yang tak terelakkan sebelum semuanya membeku? Top Gun adalah waralaba multimedia drama aksi Amerika yang didasarkan pada artikel ""Top Guns"" tahun 1983 oleh Ehud Yonay, yang diadaptasi ke dalam film eponim tahun 1986, yang ditulis oleh Jim Cash dan Jack Epps Jr.",,"Fantasi, Petualangan, Komedi","[14, 12, 35]",Gil Kenan,"Mckenna Grace, Paul Rudd, Carrie Coon, Finn Wolfhard, Dan Aykroyd","Ghost Corps, Columbia Pictures",United States of America,6.453,2149,7.2359,2024-03-20,2024,en,"Judul film Ghostbusters: Frozen Empire. Genre film ini adalah Fantasi, Petualangan, Komedi. Setelah tim asli mengembangkan laboratorium penelitian rahasia untuk membawa hantu yang hancur ke tingkat berikutnya. Namun, ketika penemuan sebuah artefak kuno melepaskan kekuatan jahat, baik yang baru maupun yang lama harus bergabung untuk melindungi tanah air mereka dan menyelamatkan dunia dari Zaman Es Kedua... dari sesuatu yang melepaskan kekuatan yang tak terbendung dari kedalaman sejarah. Saat kekacauan menguasai dan kejahatan murni menjerumuskan dunia ke dalam kegelapan, Ghostbusters harus melangkah maju sekali lagi untuk menyelamatkan umat manusia dari jurang kehancuran. Dengan dua generasi Ghostbusters yang bertarung berdampingan, pertaruhannya tidak pernah setinggi ini. Akankah mereka dapat mencegah hal yang tak terelakkan sebelum semuanya membeku? Top Gun adalah waralaba multimedia drama aksi Amerika yang didasarkan pada artikel ""Top Guns"" tahun 1983 oleh Ehud Yonay, yang diadaptasi ke dalam film eponim tahun 1986, yang ditulis oleh Jim Cash dan Jack Epps Jr. Disutradarai oleh Gil Kenan. Dibintangi oleh Mckenna Grace, Paul Rudd, Carrie Coon, Finn Wolfhard, Dan Aykroyd. Diproduksi oleh Ghost Corps, Columbia Pictures. Negara produksi: United States of America.",178,138
509,Notting Hill,Notting Hill,"William Thacker adalah seorang pemilik toko buku di London yang kehidupannya yang membosankan berubah menjadi kekacauan romantis ketika aktris Amerika terkenal Anna Scott muncul di tokonya. Pertemuan tak sengaja karena jus jeruk yang tumpah berujung pada ciuman yang berkembang menjadi hubungan gelap. Saat pria biasa dan bintang film glamor semakin dekat, mereka berjuang untuk mendamaikan gaya hidup mereka yang sangat berbeda atas nama cinta.",,"Percintaan, Komedi","[10749, 35]",Roger Michell,"Julia Roberts, Hugh Grant, Gina McKee, Tim McInnerny, Rhys Ifans","Working Title Films, Notting Hill Pictures, Duncan Kenworthy Productions","United Kingdom, United States of America",7.269,6708,7.2215,1999-05-21,1999,en,"Judul film Notting Hill. Genre film ini adalah Percintaan, Komedi. William Thacker adalah seorang pemilik toko buku di London yang kehidupannya yang membosankan berubah menjadi kekacauan romantis ketika aktris Amerika terkenal Anna Scott muncul di tokonya. Pertemuan tak sengaja karena jus jeruk yang tumpah berujung pada ciuman yang berkembang menjadi hubungan gelap. Saat pria biasa dan bintang film glamor semakin dekat, mereka berjuang untuk mendamaikan gaya hidup mereka yang sangat berbeda atas nama cinta. Disutradarai oleh Roger Michell. Dibintangi oleh Julia Roberts, Hugh Grant, Gina McKee, Tim McInnerny, Rhys Ifans. Diproduksi oleh Working Title Films, Notting Hill Pictures, Duncan Kenworthy Productions. Negara produksi: United Kingdom, United States of America.",109,64
396371,Molly's Game,Molly's Game,"Molly Bloom adalah wanita pemain ski kelas olimpiade. Dia menggunakan skill strategi yang selama ini dimilikinya untuk menjalankan bisnis judi dengan taruhan tinggi paling ekslusif di dunia selama satu dekade terakhir. Para pemain poker ditempatnya terdiri dari bintang Hollywood, bintang olahraga, pengusaha juga tanpa sepetahuannya beberapa orang mafia Rusia. Hingga pada suatu ketika ia ditangkap oleh 17 agen FBI bersenjata otomatis. Ia didampingi pengacaranya Charlie Jaffey. Jaffey percaya ada hal baik dari diri Molly lebih dari apa yang dituliskan media massa.",,"Drama, Kejahatan","[18, 80]",Aaron Sorkin,"Jessica Chastain, Idris Elba, Kevin Costner, Michael Cera, Jeremy Strong","The Mark Gordon Company, Pascal Pictures",United States of America,7.148,4020,7.2195,2017-12-07,2017,en,"Judul film Molly's Game. Genre film ini adalah Drama, Kejahatan. Molly Bloom adalah wanita pemain ski kelas olimpiade. Dia menggunakan skill strategi yang selama ini dimilikinya untuk menjalankan bisnis judi dengan taruhan tinggi paling ekslusif di dunia selama satu dekade terakhir. Para pemain poker ditempatnya terdiri dari bintang Hollywood, bintang olahraga, pengusaha juga tanpa sepetahuannya beberapa orang mafia Rusia. Hingga pada suatu ketika ia ditangkap oleh 17 agen FBI bersenjata otomatis. Ia didampingi pengacaranya Charlie Jaffey. Jaffey percaya ada hal baik dari diri Molly lebih dari apa yang dituliskan media massa. Disutradarai oleh Aaron Sorkin. Dibintangi oleh Jessica Chastain, Idris Elba, Kevin Costner, Michael Cera, Jeremy Strong. Diproduksi oleh The Mark Gordon Company, Pascal Pictures. Negara produksi: United States of America.",121,81
